Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_pipeline_gaps#test_resolve_under_root_hint","_resolve_under_root: rejection message names the offending hint","passed","2ms",,,"absolute path outside root → hint appears in the error (kills hint=None) passed (0s)
 relative escape outside root → hint appears in the error (kills hint=None) passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline#test_resolve_wrapper_args_skill","_resolve_wrapper_args resolves a skill name to its SKILL.md path","passed","3ms",,,"Known skill resolves to exact relative SKILL.md path passed (0s)
 Unknown skill raises FileNotFoundError with a descriptive message passed (1ms)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Wrapper args"
"tests.test_pipeline_gaps#test_resolve_wrapper_args_errors","_resolve_wrapper_args: exact empty-arg errors for classify-file and audit-skill","passed","0s",,,"classify-file with empty arg → exact message passed (0s)
 audit-skill with empty arg → exact message passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_tool_paths#test_rg_candidates_path_unset","_rg_candidates tolerates an unset PATH (kills None/'XXXX' PATH defaults)","passed","1ms",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_tool_paths#test_rg_candidates_override_first","_rg_candidates yields the GREEDY_TOKEN_RG override first when set","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_tool_paths#test_rg_candidates_exact_order","_rg_candidates yields which + PATH + hardcoded + home paths in exact order","passed","1ms",,,"shutil.which is queried with the exact 'rg' name passed (0s)
 full candidate list matches exactly (kills every literal/case/XX mutant) passed (0s)
  no 'XXXX' override sentinel when GREEDY_TOKEN_RG is unset passed (0s)","Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_router_gaps#test_route_status","_route_status maps shadow window, disabled, and active","passed","1ms",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_status_boundary","_route_status: strict < boundary at the shadow_until instant","passed","1ms",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_hub_gaps#test_row_matches_tags","_row_matches_tags branches","passed","0s",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_pipeline_gaps#test_run_read_hits_enrich_exact","_run_read_hits enrich: exact args threading, mode resolution, header, block join","passed","2ms",,,"mode='file': every enrich arg threaded, root not None, limit=max_snippet_files passed (0s)
 mode='none' honoured; kills 'none'/'file' tuple-member mutants passed (0s)
  unknown arg → default 'snippet' (kills default-None and lower/in mutants) passed (0s)
   empty enrich block → output is header only (kills block/not-block branch) passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_code_search_gaps#test_run_rg_timeout_kwarg","_run_rg passes the RG_TIMEOUT keyword to subprocess.run","passed","0s",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search#test_run_rg_timeout","_run_rg returns timeout message on expiry","passed","1ms",,,"Simulate ripgrep timeout passed (1ms)
  exit code: 124 passed (0s)
  output: Error: ripgrep timed out after 30s passed (0s)
 Verify timeout exit code and message passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Ripgrep timeout"
"tests.test_code_search#test_run_rg_concatenates_streams","_run_rg: concatenates stdout and stderr and returns exit code","passed","1ms",,,"Both streams present in output; exit code preserved passed (0s)
  output: OUTLINE | ERRLINE passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Ripgrep runner"
"tests.test_pipeline_gaps#test_run_step_dry_run_command","_run_step dry-run subprocess step → planned command, not executed","passed","1ms",,,"dry-run emits the planned command and does not execute passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_step_missing_command","_run_step missing command raises ValueError","passed","2ms",,,,"Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_step_not_allowlisted","_run_step non-allowlisted step on execute: skipped with exact message/fields","passed","1ms",,,"exact skip output and fields passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_step_ollama_profile_wiring","_run_step ollama profile: resolve_model/apply_cheap_llm_env receive profile+root","passed","1ms",,,"profile resolves → resolve_model(profile, root=root) + apply_model_env passed (0s)
 profile resolve fails → apply_cheap_llm_env(root, profile=profile) passed (0s)
  no profile → apply_cheap_llm_env(root) with no profile kwarg passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_step_ollama_unavailable_fields","_run_step ollama unavailable: exact message, fields, and cheap-LLM root threading","passed","1ms",,,"exact unavailable message passed (0s)
 get_cheap_llm_settings received the real root, not None passed (0s)
  exact StepResult fields passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_step_rag_fields","_run_step rag: search_rag/format_hits args, prior-file section, exact fields","passed","1ms",,,"execute with prior search output passed (0s)
 search_rag(step.args, root, limit=5) and format_hits(step.args, hits) passed (0s)
  _estimate_step_tokens gets the real step, full output, and root (not None) passed (0s)
   prior-file section lists exactly five files joined by newlines passed (0s)
    exact StepResult fields passed (0s)
     no prior output → plain format_hits result, no prior section passed (1ms)
      dry-run rag → exact planned output, not executed passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_step_search_fields","_run_step search: exact fields + search_code args (execute and dry-run)","passed","1ms",,,"execute: search_code(query, root, path=path, context='none') passed (0s)
 execute: every StepResult field is exact passed (0s)
  dry-run without path: exact output, not executed, empty engine passed (0s)
   dry-run with path: appends ' in <path>' passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_step_subprocess_success","_run_step subprocess success: cwd/timeout, stdout+stderr, exact fields","passed","1ms",,,"subprocess.run gets cwd=root and timeout=SCRIPT_TIMEOUT passed (0s)
 output = (stdout + stderr).strip(); _estimate_step_tokens got that output+root passed (0s)
  exact fields for exit 0 passed (0s)
   empty streams → empty output (kills stdout/stderr 'or' default mutants) passed (0s)
    nonzero exit → ok False, exit_code preserved passed (1ms)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_step_subprocess_timeout","_run_step subprocess timeout: exit 124, exact message and fields","passed","1ms",,,"exact timeout StepResult passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_router_gaps#test_runner_up_branches","_runner_up: skips selected tier, threads root, falls back to cursor","passed","111ms",,,"threads real root and returns a different tier than selected passed (55ms)
 open-ended task selected as cursor → runner-up falls back to cursor row passed (55ms)
  selected tier skipped with continue (not break) → later matched tier wins passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router#test_score_patterns_accumulates","_score_patterns accumulates per-match weight and length bonus","passed","0s",,,"Two matching patterns accumulate (score is not overwritten) passed (0s)
 Exact weight: each match adds 1.0 + min(len/20, 2.0) passed (0s)
  Length bonus is capped at 2.0 for long patterns passed (0s)
   No match yields a zero score and empty match list passed (0s)","Routing","Task router",,"Routing","Task router","Scoring"
"tests.test_router_gaps#test_score_search_token_exact","_score_search_token: exact per-branch scores","passed","0s",,,"length is capped at 24 passed (0s)
 camelCase adds +12 passed (0s)
  ALLCAPS len<=2 does NOT get the +6 (and, strictly > 2) passed (0s)
   ALLCAPS len>2 gets +6 passed (0s)
    no bonus token passed (0s)
     path-ish char adds +4 passed (0s)
      pure digits subtract 8 passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_pipeline_gaps#test_split_recipe_params_gaps","_split_recipe_params: splits on the first '=' (kills rpartition)","passed","1ms",,,,"Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_router_gaps#test_strip_search_prefix","_strip_search_prefix: strips known prefix case-insensitively","passed","0s",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_spend_guard_gaps#test_helpers","_today_utc format and estimate_cost_usd branches","passed","1ms",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_spend_guard_gaps#test_today_utc_is_utc_calendar_day","_today_utc uses UTC calendar date, not local","passed","0s",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_router_gaps#test_token_estimate_for_route_cursor","_token_estimate_for_route: cursor/default branch sums always-on rules","passed","0s",,,"cursor → high complexity, rules(always_on)+task+overhead passed (0s)
 unknown target → default 'medium' complexity, same cursor branch math passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_token_estimate_for_route_exact","_token_estimate_for_route: exact (complexity, tokens, rationale) per tier","passed","2ms",,,"tool → low / 0 / mechanical-search rationale passed (0s)
 python → low / 0 / deterministic-script rationale passed (0s)
  ollama available → medium / max(task_tokens,1) / cheap-LLM rationale passed (0s)
   ollama unavailable → medium / task_tokens+overhead / fallback rationale passed (1ms)","Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_token_estimate_for_route_rag","_token_estimate_for_route: rag branch threads args and sums tokens","passed","0s",,,"hits present → rag_est_tokens(hits, root) + task tokens; exact args passed (0s)
 no hits → RAG_READ_TOKENS_FALLBACK + task tokens passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_executors_gaps#test_tool_output_weak_truth_table","_tool_output_weak: exact truth table across filtered/exit-code branches","passed","1ms",,,"empty filtered output → weak (kills first return True → False) passed (0s)
 exit code outside (0,1) → weak (kills second return True → False) passed (0s)
  exit code 1 with content → NOT weak (kills (0,1) → (0,2)) passed (0s)","Routing","Executors gaps",,"Routing","Task execution",
"tests.test_advisory#test_small_helpers","_utc_now_iso / _truncate / parse_attachments","passed","0s",,,,"Advisory","Advisory",,"Advisory","Hook advisory log",
"tests.test_model_select_gaps#test_warn_env_model_override","_warn_env_model_override warns once then short-circuits","passed","0s",,,,"tests","test_model_select_gaps",,,,
"tests.test_router_gaps#test_with_shadow_copies_all_fields","_with_shadow: copies every field verbatim and sets shadow id","passed","0s",,,"shadow id applied; all other fields preserved passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_with_shadow_short_circuits","_with_shadow: returns decision unchanged for falsy id or equal id","passed","1ms",,,"falsy shadow id → decision returned unchanged (kills or→and) passed (1ms)
 same shadow id already present → returned unchanged passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_advisory#test_advisory_log_path","advisory_log_path honours env and default","passed","1ms",,,,"Advisory","Advisory",,"Advisory","Hook advisory log",
